rownames,chromosome,start,end,bases,gc,mappability,blacklist,residual,use
3:144500001-145000000,3,144500001.0,145000000.0,100.0,34.9338,90.0514,0.0,-0.005749009176113207,True
3:145000001-145500000,3,145000001.0,145500000.0,100.0,34.8654,91.5426,0.0,-0.015946392300289214,True
3:145500001-146000000,3,145500001.0,146000000.0,100.0,35.8694,89.6762,0.0,-0.015678970765171496,True
3:146000001-146500000,3,146000001.0,146500000.0,100.0,36.5346,87.1587,0.0,-0.03362737451735737,True
3:146500001-147000000,3,146500001.0,147000000.0,100.0,34.9638,89.7296,0.0,-0.00994323342706166,True
3:147000001-147500000,3,147000001.0,147500000.0,100.0,36.8896,91.5951,0.0,-0.054745091003397695,True
3:147500001-148000000,3,147500001.0,148000000.0,100.0,35.599399999999996,93.3231,0.0,-0.0049527865721359365,True
3:148000001-148500000,3,148000001.0,148500000.0,100.0,36.1318,86.5574,0.024,0.022559658216849465,False
3:148500001-149000000,3,148500001.0,149000000.0,100.0,38.7646,90.4599,0.0,-0.0029529304567093573,True
3:149000001-149500000,3,149000001.0,149500000.0,100.0,40.578399999999995,90.44529999999999,0.0,-0.0009047954475899789,True
3:149500001-150000000,3,149500001.0,150000000.0,100.0,38.7546,90.8655,0.0,-0.008290983826876985,True
3:150000001-150500000,3,150000001.0,150500000.0,100.0,39.4564,89.0147,0.0,-0.016530202330167887,True
3:150500001-151000000,3,150500001.0,151000000.0,100.0,40.6582,89.545,0.0,0.013917372074836454,True
3:151000001-151500000,3,151000001.0,151500000.0,100.0,37.471199999999996,87.4509,0.0,0.045050459132066956,True
3:151500001-152000000,3,151500001.0,152000000.0,100.0,36.545,90.3758,0.0,0.04287367105251172,True
3:152000001-152500000,3,152000001.0,152500000.0,100.0,36.4796,90.1127,0.0,0.06934055164962427,True
3:152500001-153000000,3,152500001.0,153000000.0,100.0,39.2406,83.75160000000001,0.0,-0.013606739502455,True
3:153000001-153500000,3,153000001.0,153500000.0,100.0,36.8738,86.8235,0.0,-0.006123142166323592,True
3:153500001-154000000,3,153500001.0,154000000.0,100.0,37.918800000000005,85.9264,0.0,-0.0007038205355630045,True
3:154000001-154500000,3,154000001.0,154500000.0,100.0,36.477399999999996,88.9878,0.0,-0.004572013389935126,True
3:154500001-155000000,3,154500001.0,155000000.0,100.0,37.793,84.532,0.0,-0.012893307102575968,True
3:155000001-155500000,3,155000001.0,155500000.0,100.0,39.4384,85.8139,0.0,0.0032538927156234854,True
3:155500001-156000000,3,155500001.0,156000000.0,100.0,40.3496,83.3166,0.0,0.01887628607435221,True
3:156000001-156500000,3,156000001.0,156500000.0,100.0,39.934599999999996,93.7069,0.0,0.034867828892602426,True
3:156500001-157000000,3,156500001.0,157000000.0,100.0,38.9634,90.0368,0.0,0.016552263539126644,True
3:157000001-157500000,3,157000001.0,157500000.0,100.0,38.6662,89.6953,0.0,0.02095342118059651,True
3:157500001-158000000,3,157500001.0,158000000.0,100.0,37.4944,84.975,0.0,0.03427639558665396,True
3:158000001-158500000,3,158000001.0,158500000.0,100.0,37.6468,86.0238,0.0,-0.01761602405118734,True
3:158500001-159000000,3,158500001.0,159000000.0,100.0,39.2588,90.2139,0.009399999999999999,0.02790683044176656,False
3:159000001-159500000,3,159000001.0,159500000.0,100.0,38.7772,84.57860000000001,0.0,0.04897421357658904,True
3:159500001-160000000,3,159500001.0,160000000.0,100.0,41.6374,89.6857,0.0,0.016664116420199715,True
3:160000001-160500000,3,160000001.0,160500000.0,100.0,38.256,89.6288,0.0206,-0.0167932370886969,False
3:160500001-161000000,3,160500001.0,161000000.0,100.0,38.278800000000004,86.0478,0.043800000000000006,0.013747553811923052,False
3:161000001-161500000,3,161000001.0,161500000.0,100.0,37.3686,91.5571,0.0,-0.003570665155665065,True
3:161500001-162000000,3,161500001.0,162000000.0,100.0,35.6528,91.1721,0.0,-0.02400788769033979,True
3:162000001-162500000,3,162000001.0,162500000.0,100.0,35.366,87.454,0.0,-0.02922706314820006,True
3:162500001-163000000,3,162500001.0,163000000.0,100.0,34.1272,90.0265,0.0,,False
3:163000001-163500000,3,163000001.0,163500000.0,100.0,34.3334,87.8138,0.0,-0.024596971702572523,True
3:163500001-164000000,3,163500001.0,164000000.0,100.0,35.294,88.6814,0.006,-0.04869566395014874,False
3:164000001-164500000,3,164000001.0,164500000.0,100.0,34.6216,90.1192,0.0,-0.045837910601218446,True
3:164500001-165000000,3,164500001.0,165000000.0,100.0,34.1256,91.5303,0.0,-0.02016465202019896,True
3:165000001-165500000,3,165000001.0,165500000.0,100.0,35.1446,89.20479999999999,0.0,-0.035603940607382145,True
3:165500001-166000000,3,165500001.0,166000000.0,100.0,34.4572,88.7765,0.0,0.003931848685518435,True
3:166000001-166500000,3,166000001.0,166500000.0,100.0,34.6418,89.7616,0.0,-0.0378257794093369,True
3:166500001-167000000,3,166500001.0,167000000.0,100.0,36.369,86.913,0.0,-0.026553812747426964,True
3:167000001-167500000,3,167000001.0,167500000.0,100.0,36.2258,90.2178,0.0,0.01289200245891664,True
3:167500001-168000000,3,167500001.0,168000000.0,100.0,37.175000000000004,92.14489999999999,0.0,0.015322673370689932,True
3:168000001-168500000,3,168000001.0,168500000.0,100.0,36.0216,91.6834,0.0,0.03262208594554983,True
3:168500001-169000000,3,168500001.0,169000000.0,100.0,36.010999999999996,94.7428,0.0,0.03319124884568292,True
3:169000001-169500000,3,169000001.0,169500000.0,100.0,38.541399999999996,89.6456,0.0,0.03207027350879155,True
3:169500001-170000000,3,169500001.0,170000000.0,100.0,40.2888,86.2035,0.0,0.006497622098084799,True
3:170000001-170500000,3,170000001.0,170500000.0,100.0,41.739,83.6402,0.0,0.034647526257203576,True
3:170500001-171000000,3,170500001.0,171000000.0,100.0,39.3428,87.8436,0.0,0.03975600104187371,True
3:171000001-171500000,3,171000001.0,171500000.0,100.0,39.4808,90.0254,0.0,0.053151260187057625,True
3:171500001-172000000,3,171500001.0,172000000.0,100.0,39.784000000000006,90.9181,0.0,0.02422110105348929,True
3:172000001-172500000,3,172000001.0,172500000.0,100.0,40.367399999999996,85.62110000000001,0.0,0.019899703996155038,True
3:172500001-173000000,3,172500001.0,173000000.0,100.0,37.103,91.7907,0.029799999999999997,0.01975649855137862,False
3:173000001-173500000,3,173000001.0,173500000.0,100.0,35.6472,92.3847,0.0,0.014511562304222458,True
3:173500001-174000000,3,173500001.0,174000000.0,100.0,35.410000000000004,93.7864,0.0204,0.013246426980486836,False
3:174000001-174500000,3,174000001.0,174500000.0,100.0,35.7812,90.5159,0.0,-0.02678275814444775,True
3:174500001-175000000,3,174500001.0,175000000.0,100.0,35.2198,91.656,0.0,-0.011084807157070609,True
3:175000001-175500000,3,175000001.0,175500000.0,100.0,35.0076,91.8183,0.0,0.0021169355378898302,True
3:175500001-176000000,3,175500001.0,176000000.0,100.0,35.6774,87.71940000000001,0.0,-0.020534531477615692,True
3:176000001-176500000,3,176000001.0,176500000.0,100.0,36.687599999999996,89.286,0.0,0.00553996909593113,True
3:176500001-177000000,3,176500001.0,177000000.0,100.0,39.922000000000004,84.3745,0.0,-0.005718456812016659,True
3:177000001-177500000,3,177000001.0,177500000.0,100.0,41.004400000000004,86.2899,0.0,0.028821717342499498,True
3:177500001-178000000,3,177500001.0,178000000.0,100.0,36.661,91.4124,0.0,0.022960250512354285,True
3:178000001-178500000,3,178000001.0,178500000.0,100.0,37.795,91.552,0.0,0.01818411519451424,True
3:178500001-179000000,3,178500001.0,179000000.0,100.0,38.5134,82.5457,0.0,-0.0021099119207090844,True
3:179000001-179500000,3,179000001.0,179500000.0,100.0,40.9868,84.3844,0.0664,-0.00624530704915649,False
3:179500001-180000000,3,179500001.0,180000000.0,100.0,37.8746,91.4983,0.0,0.016409141691821505,True
3:180000001-180500000,3,180000001.0,180500000.0,100.0,37.1218,86.7011,0.0,0.013272152674958182,True
3:180500001-181000000,3,180500001.0,181000000.0,100.0,38.0094,86.2332,0.0,-0.03168183159798593,True
3:181000001-181500000,3,181000001.0,181500000.0,100.0,37.5962,89.65220000000001,0.0,-0.03416053275936248,True
3:181500001-182000000,3,181500001.0,182000000.0,100.0,39.3614,88.5215,0.0,-0.004706556547744767,True
3:182000001-182500000,3,182000001.0,182500000.0,100.0,38.4878,90.29310000000001,0.0,0.041023387530132016,True
3:182500001-183000000,3,182500001.0,183000000.0,100.0,40.635,84.9503,0.0,-0.011754801828417094,True
3:183000001-183500000,3,183000001.0,183500000.0,100.0,42.8276,83.2153,0.0,0.011587370736958369,True
3:183500001-184000000,3,183500001.0,184000000.0,100.0,46.806,83.0483,0.0,-0.008207390112133672,True
3:184000001-184500000,3,184000001.0,184500000.0,100.0,49.706,87.395,0.0,0.0057072945455574065,True
3:184500001-185000000,3,184500001.0,185000000.0,100.0,40.1006,86.70400000000001,0.0,-0.0047744124164215695,True
3:185000001-185500000,3,185000001.0,185500000.0,100.0,42.066199999999995,81.76010000000001,0.0,0.003729039025390235,True
3:185500001-186000000,3,185500001.0,186000000.0,100.0,43.619400000000006,86.67200000000001,0.0,0.013226966800769735,True
3:186000001-186500000,3,186000001.0,186500000.0,100.0,42.9828,87.8254,0.0,0.022623145511074583,True
3:186500001-187000000,3,186500001.0,187000000.0,100.0,43.6124,84.1956,0.0474,0.030830595558896334,False
3:187000001-187500000,3,187000001.0,187500000.0,100.0,40.996,90.1036,0.0224,0.004212887016706746,False
3:187500001-188000000,3,187500001.0,188000000.0,100.0,42.0022,91.0447,0.0,0.019804033049687142,True
3:188000001-188500000,3,188000001.0,188500000.0,100.0,38.4188,92.0029,0.0,0.031682486901595364,True
3:188500001-189000000,3,188500001.0,189000000.0,100.0,39.573,89.0394,0.0,0.022223984880866743,True
3:189000001-189500000,3,189000001.0,189500000.0,100.0,37.2198,92.9742,0.0,0.0416655037534196,True
3:189500001-190000000,3,189500001.0,190000000.0,100.0,38.1664,90.9491,0.0,0.011179360188559917,True
3:190000001-190500000,3,190000001.0,190500000.0,100.0,37.007400000000004,94.3035,0.0,0.035871291750260825,True
3:190500001-191000000,3,190500001.0,191000000.0,100.0,36.67,88.468,0.0,0.01310896633939751,True
3:191000001-191500000,3,191000001.0,191500000.0,100.0,37.2048,89.6132,0.0,0.025722556280578845,True
3:191500001-192000000,3,191500001.0,192000000.0,100.0,36.542,90.1506,0.0,0.01132531308913487,True
3:192000001-192500000,3,192000001.0,192500000.0,100.0,37.749,92.40469999999999,0.0,0.011282784045401728,True
3:192500001-193000000,3,192500001.0,193000000.0,100.0,39.9386,86.7287,0.0,-0.012089848519670376,True
3:193000001-193500000,3,193000001.0,193500000.0,100.0,39.5636,91.3458,0.0,0.010580442815112834,True
3:193500001-194000000,3,193500001.0,194000000.0,100.0,45.96,92.1189,0.0,0.010487830673949095,True
3:194000001-194500000,3,194000001.0,194500000.0,98.942,46.092862485092276,87.9767,0.0,-0.011915819996497767,True
3:194500001-195000000,3,194500001.0,195000000.0,100.0,47.5154,89.69030000000001,0.0,0.015588238374402597,True
3:195000001-195500000,3,195000001.0,195500000.0,100.0,44.041999999999994,70.2288,0.0,,False
3:195500001-196000000,3,195500001.0,196000000.0,100.0,49.3872,71.33,0.009600000000000001,-0.016509980101662824,False
3:196000001-196500000,3,196000001.0,196500000.0,100.0,44.507200000000005,77.4863,0.0,0.01700193487919821,True
3:196500001-197000000,3,196500001.0,197000000.0,100.0,41.436,86.7,0.0692,-0.02777821103988637,False
3:197000001-197500000,3,197000001.0,197500000.0,100.0,46.5616,77.2697,0.0,0.052526301098406614,True
3:197500001-198000000,3,197500001.0,198000000.0,92.486,42.400363298228925,63.3414,1.7306,,False
3:198000001-198022430,3,198000001.0,198022430.0,0.0,,0.0,0.0,,False
4:1-500000,4,1.0,500000.0,98.0,40.92367346938776,74.017,0.6654,,False
4:500001-1000000,4,500001.0,1000000.0,100.0,55.096199999999996,86.45530000000001,0.0,-0.006376342424451509,True
4:1000001-1500000,4,1000001.0,1500000.0,88.9,53.77885264341957,89.2752,0.0,-0.04097621175068067,True
4:1500001-2000000,4,1500001.0,2000000.0,100.0,55.322,88.1918,0.0,-0.03537821791776974,True
4:2000001-2500000,4,2000001.0,2500000.0,100.0,49.925999999999995,86.6126,0.0,-0.045600491003921884,True
4:2500001-3000000,4,2500001.0,3000000.0,100.0,48.333,82.3236,0.0,-0.0038791098112961886,True
4:3000001-3500000,4,3000001.0,3500000.0,100.0,49.8622,89.39,0.0,-0.013136443213285165,True
4:3500001-4000000,4,3500001.0,4000000.0,100.0,53.453799999999994,75.0178,0.0,,False
4:4000001-4500000,4,4000001.0,4500000.0,100.0,45.933800000000005,63.5525,0.0,,False
4:4500001-5000000,4,4500001.0,5000000.0,100.0,45.595400000000005,90.6334,0.0,-0.0071108134628095065,True
4:5000001-5500000,4,5000001.0,5500000.0,100.0,42.9422,85.16470000000001,0.0,0.013054873814102974,True
4:5500001-6000000,4,5500001.0,6000000.0,100.0,46.806,89.3447,0.0,0.010062400567144691,True
4:6000001-6500000,4,6000001.0,6500000.0,100.0,50.8552,94.0067,0.0,-0.002270401316911752,True
4:6500001-7000000,4,6500001.0,7000000.0,100.0,48.8666,87.4376,0.0,-0.0006711103235175764,True
4:7000001-7500000,4,7000001.0,7500000.0,100.0,52.637,92.3498,0.0,0.015536599273769047,True
4:7500001-8000000,4,7500001.0,8000000.0,100.0,50.6196,93.2176,0.07780000000000001,-0.0036037473259741826,False
4:8000001-8500000,4,8000001.0,8500000.0,100.0,53.486999999999995,90.63250000000001,0.11900000000000001,-0.014163308352286963,False
4:8500001-9000000,4,8500001.0,9000000.0,96.2,52.17858627858628,83.2917,0.0,-0.04080344868731173,True
4:9000001-9500000,4,9000001.0,9500000.0,90.0,45.26844444444444,22.5099,0.0,,False
4:9500001-10000000,4,9500001.0,10000000.0,100.0,45.690999999999995,57.940000000000005,0.0,,False
4:10000001-10500000,4,10000001.0,10500000.0,100.0,45.0366,93.9341,0.0,-0.003510329590485417,True
4:10500001-11000000,4,10500001.0,11000000.0,100.0,40.3498,90.6978,0.0246,0.03080550412637606,False
4:11000001-11500000,4,11000001.0,11500000.0,100.0,40.0632,87.5279,0.0,0.022456957853943416,True
4:11500001-12000000,4,11500001.0,12000000.0,100.0,37.900600000000004,88.1948,0.0,0.008918826936036406,True
4:12000001-12500000,4,12000001.0,12500000.0,100.0,36.8066,88.1785,3.1921999999999997,-0.015587331288425932,False
4:12500001-13000000,4,12500001.0,13000000.0,100.0,37.7828,90.67490000000001,0.0886,-0.024749867540953763,False
4:13000001-13500000,4,13000001.0,13500000.0,100.0,39.015,91.01129999999999,0.0,-0.01662481336633531,True
4:13500001-14000000,4,13500001.0,14000000.0,100.0,40.626400000000004,91.0017,0.0,-0.02222486249089678,True
4:14000001-14500000,4,14000001.0,14500000.0,100.0,38.590999999999994,89.2166,0.0,0.010932985969751008,True
4:14500001-15000000,4,14500001.0,15000000.0,100.0,39.1774,89.7648,0.0,-0.0004207107421049239,True
4:15000001-15500000,4,15000001.0,15500000.0,100.0,39.394600000000004,91.0994,0.0,0.015902346375469834,True
4:15500001-16000000,4,15500001.0,16000000.0,100.0,41.0878,88.6162,0.0,-0.006262219922703649,True
4:16000001-16500000,4,16000001.0,16500000.0,100.0,40.9082,90.9183,0.0,0.008519968228763775,True
4:16500001-17000000,4,16500001.0,17000000.0,100.0,40.2726,90.7953,0.0142,0.004229820713555044,False
4:17000001-17500000,4,17000001.0,17500000.0,100.0,40.895199999999996,89.9061,0.0568,-0.014794533780965458,False
4:17500001-18000000,4,17500001.0,18000000.0,100.0,40.683,87.06580000000001,0.0,-0.04066747123665515,True
4:18000001-18500000,4,18000001.0,18500000.0,100.0,38.3166,88.1601,0.0,0.004973489713098189,True
4:18500001-19000000,4,18500001.0,19000000.0,100.0,37.0052,91.8194,0.0,-0.007536874378166802,True
4:19000001-19500000,4,19000001.0,19500000.0,100.0,36.1182,89.95400000000001,0.0,-0.013815521292785349,True
4:19500001-20000000,4,19500001.0,20000000.0,100.0,36.6992,89.4932,0.0,-0.023013374484396776,True
4:20000001-20500000,4,20000001.0,20500000.0,100.0,36.215,93.7542,0.0,-0.020119845182242246,True
4:20500001-21000000,4,20500001.0,21000000.0,100.0,38.063599999999994,89.2342,0.0,-0.02597734225784526,True
4:21000001-21500000,4,21000001.0,21500000.0,100.0,37.7136,89.2157,0.0,-0.022276201056290468,True
4:21500001-22000000,4,21500001.0,22000000.0,100.0,37.4996,92.9029,0.0368,-0.020681473114518845,False
4:22000001-22500000,4,22000001.0,22500000.0,100.0,38.208999999999996,85.717,0.0,-0.028274612084472572,True
4:22500001-23000000,4,22500001.0,23000000.0,100.0,38.878,89.1841,0.0,-0.05280352146379885,True
4:23000001-23500000,4,23000001.0,23500000.0,100.0,36.5678,94.308,0.0,-0.013448320092587507,True
4:23500001-24000000,4,23500001.0,24000000.0,100.0,38.113,91.3639,0.0,-0.0096116639470189,True
4:24000001-24500000,4,24000001.0,24500000.0,100.0,41.1468,92.5052,0.0,-0.00111987226214455,True
4:24500001-25000000,4,24500001.0,25000000.0,100.0,42.211,90.4478,0.0,0.005703444756844367,True
4:25000001-25500000,4,25000001.0,25500000.0,100.0,41.6972,88.8007,0.0,-0.017849132718064875,True
4:25500001-26000000,4,25500001.0,26000000.0,100.0,44.769,85.5829,0.0,0.0010216656760064224,True
4:26000001-26500000,4,26000001.0,26500000.0,100.0,42.3144,89.2908,0.0,0.017251369906359892,True
4:26500001-27000000,4,26500001.0,27000000.0,100.0,38.2108,85.9417,0.0,0.02773731197891205,True
4:27000001-27500000,4,27000001.0,27500000.0,100.0,39.550200000000004,89.904,0.0,-0.0023357212369187197,True
4:27500001-28000000,4,27500001.0,28000000.0,100.0,35.416,93.90610000000001,0.0472,0.0259891708189397,False
4:28000001-28500000,4,28000001.0,28500000.0,100.0,35.6796,90.69739999999999,0.0,-0.05658801669420066,True
4:28500001-29000000,4,28500001.0,29000000.0,100.0,35.3624,93.42859999999999,0.0,-0.007563655980906636,True
4:29000001-29500000,4,29000001.0,29500000.0,100.0,34.3182,93.8284,0.0,-0.007561404506463476,True
4:29500001-30000000,4,29500001.0,30000000.0,100.0,34.379,90.35419999999999,0.0,-0.001432519795175946,True
4:30000001-30500000,4,30000001.0,30500000.0,100.0,34.788999999999994,92.6797,0.0,-0.03421356193075331,True
4:30500001-31000000,4,30500001.0,31000000.0,100.0,36.055,93.7412,0.0,-0.02721170119098354,True
4:31000001-31500000,4,31000001.0,31500000.0,100.0,35.5702,93.0143,0.0,-0.03704630066617087,True
4:31500001-32000000,4,31500001.0,32000000.0,96.7,34.61737331954499,94.0979,0.0,-0.038762264371086985,True
4:32000001-32500000,4,32000001.0,32500000.0,100.0,34.937400000000004,92.5514,0.0,-0.03984044627263178,True
4:32500001-33000000,4,32500001.0,33000000.0,98.8,34.42834008097166,92.6262,0.0,-0.022744518184716844,True
4:33000001-33500000,4,33000001.0,33500000.0,100.0,34.8584,93.5583,0.0,-0.03158182836453527,True
4:33500001-34000000,4,33500001.0,34000000.0,100.0,34.858200000000004,89.46499999999999,0.0,-0.0244471463501017,True
4:34000001-34500000,4,34000001.0,34500000.0,100.0,34.3746,91.46940000000001,0.0,-0.0033202052613656163,True
4:34500001-35000000,4,34500001.0,35000000.0,100.0,34.1622,92.7477,0.0,-0.011013549613062612,True
4:35000001-35500000,4,35000001.0,35500000.0,100.0,34.873,91.31099999999999,0.0,-0.009055760275262725,True
4:35500001-36000000,4,35500001.0,36000000.0,100.0,35.0624,92.0972,0.0,0.04482974781454718,True
4:36000001-36500000,4,36000001.0,36500000.0,100.0,36.277,93.34219999999999,0.0,,False
4:36500001-37000000,4,36500001.0,37000000.0,100.0,36.6358,87.7148,0.0,0.008588136138815816,True
4:37000001-37500000,4,37000001.0,37500000.0,100.0,38.3162,89.4829,0.0,0.035162773008224235,True
4:37500001-38000000,4,37500001.0,38000000.0,100.0,42.032199999999996,86.1546,0.0,0.017560100412074675,True
4:38000001-38500000,4,38000001.0,38500000.0,100.0,42.243,88.6495,0.0,0.0417998069094333,True
4:38500001-39000000,4,38500001.0,39000000.0,100.0,41.919200000000004,87.88719999999999,0.0,0.037476229958753104,True
4:39000001-39500000,4,39000001.0,39500000.0,100.0,39.6654,84.188,0.0,0.004489671610622303,True
4:39500001-40000000,4,39500001.0,40000000.0,100.0,42.116,77.54419999999999,0.0,-0.031041314863274105,True
4:40000001-40500000,4,40000001.0,40500000.0,99.86,42.890046064490285,82.2052,0.0,0.022716812162498323,True
4:40500001-41000000,4,40500001.0,41000000.0,100.0,43.3386,82.931,0.0044,0.028838289741099477,False
4:41000001-41500000,4,41000001.0,41500000.0,100.0,41.1868,86.79480000000001,0.0,0.022990238427727516,True
4:41500001-42000000,4,41500001.0,42000000.0,100.0,40.3474,92.4123,0.0,0.021488003175439085,True
4:42000001-42500000,4,42000001.0,42500000.0,100.0,40.7368,86.3905,0.0,0.0017819179349053416,True
4:42500001-43000000,4,42500001.0,43000000.0,100.0,37.6872,90.9752,0.0186,0.011626433750125287,False
4:43000001-43500000,4,43000001.0,43500000.0,100.0,36.144,89.189,0.0,0.0047903186197766345,True
4:43500001-44000000,4,43500001.0,44000000.0,100.0,35.5636,87.028,0.0,-0.021459718076866696,True
4:44000001-44500000,4,44000001.0,44500000.0,100.0,35.8104,91.09429999999999,0.0,-0.017602602325467454,True
4:44500001-45000000,4,44500001.0,45000000.0,100.0,36.358200000000004,89.9052,0.0,-0.013383593258535054,True
4:45000001-45500000,4,45000001.0,45500000.0,100.0,35.1522,89.9514,0.0,-0.029463745719098877,True
4:45500001-46000000,4,45500001.0,46000000.0,100.0,35.4028,87.8051,0.0,-0.018108265117065203,True
4:46000001-46500000,4,46000001.0,46500000.0,100.0,35.1802,90.11630000000001,0.0,0.001953245940160775,True
4:46500001-47000000,4,46500001.0,47000000.0,100.0,36.370799999999996,88.87650000000001,0.0,0.009814016250800028,True
4:47000001-47500000,4,47000001.0,47500000.0,100.0,36.7582,91.5796,0.0,0.022699674811342052,True
4:47500001-48000000,4,47500001.0,48000000.0,100.0,37.980199999999996,90.3548,0.029599999999999998,0.03138379898391308,False
4:48000001-48500000,4,48000001.0,48500000.0,100.0,39.8936,85.56280000000001,0.0,0.004998002923273792,True
4:48500001-49000000,4,48500001.0,49000000.0,100.0,38.647999999999996,84.727,0.0,0.006740631259752883,True
4:49000001-49500000,4,49000001.0,49500000.0,70.0,42.783142857142856,34.3744,53.654,,False
4:49500001-50000000,4,49500001.0,50000000.0,32.0234,42.6238313233448,22.7102,32.417,,False
4:50000001-50500000,4,50000001.0,50500000.0,0.0,,0.0,0.0,,False
4:50500001-51000000,4,50500001.0,51000000.0,0.0,,0.0,0.0,,False
4:51000001-51500000,4,51000001.0,51500000.0,0.0,,0.0,0.0,,False
4:51500001-52000000,4,51500001.0,52000000.0,0.0,,0.0,0.0,,False
4:52000001-52500000,4,52000001.0,52500000.0,0.0,,0.0,0.0,,False
4:52500001-53000000,4,52500001.0,53000000.0,67.9766,40.19647937672669,81.9739,5.805,0.0015060828747515131,False
4:53000001-53500000,4,53000001.0,53500000.0,100.0,40.0982,78.1829,0.0,0.05696195576967733,True
4:53500001-54000000,4,53500001.0,54000000.0,100.0,41.3944,85.5808,0.0,0.012964409414698785,True
4:54000001-54500000,4,54000001.0,54500000.0,100.0,39.4024,80.8229,0.0,0.049341086727565875,True
4:54500001-55000000,4,54500001.0,55000000.0,100.0,40.75,85.3733,0.031,0.01282684655456745,False
4:55000001-55500000,4,55000001.0,55500000.0,100.0,42.156,85.6262,0.0,-0.030839983161587925,True
4:55500001-56000000,4,55500001.0,56000000.0,100.0,40.222,89.6386,0.0,-0.005067336930481781,True
4:56000001-56500000,4,56000001.0,56500000.0,100.0,39.3042,84.75240000000001,0.07100000000000001,-0.027705515200709296,False
4:56500001-57000000,4,56500001.0,57000000.0,100.0,39.0462,87.4756,0.0,-0.009514488869858562,True
4:57000001-57500000,4,57000001.0,57500000.0,100.0,40.5308,84.59299999999999,0.0,-0.045816341816764194,True
4:57500001-58000000,4,57500001.0,58000000.0,100.0,43.537,81.2364,0.0,-0.031859664597970405,True
4:58000001-58500000,4,58000001.0,58500000.0,100.0,39.9532,85.4587,0.010799999999999999,0.011343182909487881,False
4:58500001-59000000,4,58500001.0,59000000.0,100.0,36.4882,86.2311,0.0,0.011577658604886465,True
4:59000001-59500000,4,59000001.0,59500000.0,100.0,35.9582,86.6799,0.0,-0.05002341718955439,True
4:59500001-60000000,4,59500001.0,60000000.0,90.0,34.05266666666667,90.3896,0.0344,-0.010777346665958143,False
4:60000001-60500000,4,60000001.0,60500000.0,100.0,35.0636,86.53359999999999,0.0,-0.022065966147709448,True
4:60500001-61000000,4,60500001.0,61000000.0,100.0,34.4926,89.1058,0.0,-0.005380367674410025,True
4:61000001-61500000,4,61000001.0,61500000.0,100.0,34.9552,89.56920000000001,0.0,-0.0527237189738437,True
4:61500001-62000000,4,61500001.0,62000000.0,100.0,35.397400000000005,87.8054,0.0,0.0011022664850757202,True
4:62000001-62500000,4,62000001.0,62500000.0,100.0,35.0964,93.9353,0.0,-0.02177003658009702,True
4:62500001-63000000,4,62500001.0,63000000.0,100.0,35.567,87.8135,0.0,-0.044191559709252926,True
4:63000001-63500000,4,63000001.0,63500000.0,100.0,36.1468,88.4323,0.0,-0.03707177659312927,True
4:63500001-64000000,4,63500001.0,64000000.0,100.0,34.544000000000004,87.9432,0.0,-0.04974954414505384,True
4:64000001-64500000,4,64000001.0,64500000.0,100.0,34.7684,85.89750000000001,2.6596,-0.049742661604838034,False
4:64500001-65000000,4,64500001.0,65000000.0,100.0,33.6274,92.0335,0.0,-0.032430614256066914,True
4:65000001-65500000,4,65000001.0,65500000.0,100.0,34.5196,91.4393,0.0166,-0.05162869486799282,False
4:65500001-66000000,4,65500001.0,66000000.0,100.0,35.016999999999996,87.2096,0.0,-0.02096370401672054,True
4:66000001-66500000,4,66000001.0,66500000.0,100.0,33.9924,91.28359999999999,0.0,0.005522032860156734,True
4:66500001-67000000,4,66500001.0,67000000.0,100.0,34.9136,88.2063,0.0,-0.016684392084176658,True
4:67000001-67500000,4,67000001.0,67500000.0,100.0,34.7246,89.7813,0.0,-0.021564256971305373,True
4:67500001-68000000,4,67500001.0,68000000.0,100.0,35.7736,88.8973,0.0,-0.0024369503410789917,True
4:68000001-68500000,4,68000001.0,68500000.0,100.0,37.845,84.9042,0.5288,0.027091905875856415,False
4:68500001-69000000,4,68500001.0,69000000.0,100.0,36.8058,88.16629999999999,0.0,-0.0013178900476201738,True
4:69000001-69500000,4,69000001.0,69500000.0,100.0,37.4496,79.9757,0.0,,False
4:69500001-70000000,4,69500001.0,70000000.0,100.0,35.6508,79.1199,0.0,-0.0642055301153005,True
4:70000001-70500000,4,70000001.0,70500000.0,100.0,35.3054,68.7442,0.0552,-0.03373017116576277,False
4:70500001-71000000,4,70500001.0,71000000.0,100.0,35.370000000000005,87.36110000000001,0.0,0.023641298398713984,True
4:71000001-71500000,4,71000001.0,71500000.0,100.0,36.4108,86.1948,0.013999999999999999,0.05769494810830933,False
4:71500001-72000000,4,71500001.0,72000000.0,100.0,40.3552,78.64320000000001,0.0,0.00047065930822376423,True
4:72000001-72500000,4,72000001.0,72500000.0,100.0,37.6284,88.4944,0.0,0.03915635855548549,True
4:72500001-73000000,4,72500001.0,73000000.0,100.0,36.8054,86.1204,0.0,-0.01147187820893153,True
4:73000001-73500000,4,73000001.0,73500000.0,100.0,36.27,87.6563,0.0,0.01628696861890344,True
4:73500001-74000000,4,73500001.0,74000000.0,100.0,38.2612,81.6951,0.0,0.005489002854231928,True
4:74000001-74500000,4,74000001.0,74500000.0,100.0,37.1502,87.48559999999999,0.0,0.01110384264473463,True
